"","form_sans","form_serif","form_callig","class_grotesque","class_geom","class_geom-square","class_humanist","class_transitional","class_oldstyle","class_clarendon","class_slab","class_glyphic","class_casual","class_didone","class_monotype","class_amp","family_helvetica","family_futura","family_eurostile","family_gillsans","family_bauhaus","family_kepler","family_times","family_bembo","family_clarendon","family_rockwell","family_comfortaa","family_centaur","family_copperplate-gothic","family_nadianne","family_bodoni","family_trajan","family_americana","family_monotype","ver_bold","ver_cb","ver_bi","ver_wide","ver_light","ver_orig","ver_wb","ver_co","ver_cbi","ver_italic","ver_wbi","ver_wi","ver_ci","ver_wl","ver_wli","ver_li","width_condensed","width_wide","width_orig","width_has_condensed","width_has_wide","width_has_orig","width_mixed","weight_bold","weight_light","weight_orig","weight_has_bold","weight_has_light","weight_has_orig","weight_mixed","style_italic","style_orig","style_has_italic","style_has_orig","style_mixed"
"northwestern-mutual-life-insurance-company",6,9,1,1,3,0,2,1,3,0,0,1,0,1,4,0,1,1,0,2,1,0,1,2,0,0,1,1,1,0,1,0,0,4,1,1,0,1,0,8,0,4,0,0,0,0,0,0,1,0,5,2,9,1,0,1,1,2,1,13,0,0,1,0,1,15,0,1,0
"norwegian-cruise",9,1,1,2,2,1,4,0,0,0,0,1,0,1,0,0,2,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,2,9,0,0,1,0,5,0,6,1,0,1,1,0,11,0,1,0
"nrg-energy",7,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,0,2,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,3,0,4,1,0,1,1,3,1,3,1,0,1,1,0,7,0,1,0
"nucor-corporation",10,1,0,6,0,4,0,0,0,1,0,0,0,0,0,0,6,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,1,5,0,0,0,0,0,10,1,0,1,0,0,5,0,6,1,0,1,1,7,4,1,1,1
"nvidia",6,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,5,0,1,1,0,0,0,0,6,0,1,0
"nvr",2,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,1,1,3,0,0,1,0,0,0,0,3,0,1,0
"occidental-petroleum-corporation",3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,1,0,0,0,0,3,0,1,0
"office-depot",6,5,0,1,0,2,3,0,0,3,1,0,0,1,0,0,1,0,2,3,0,1,0,0,3,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,1,1,1,11,0,0,1,0,0,0,0,11,0,1,0
"old-navy",7,0,0,1,1,1,4,0,0,0,0,0,0,0,0,0,1,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,7,0,0,1,0,0,0,0,7,0,1,0
"old-republic-international-corporation",3,11,1,2,0,1,0,8,0,0,0,1,0,1,2,0,2,0,1,0,0,1,8,0,0,0,0,0,1,0,0,0,0,2,7,1,0,0,0,2,3,1,0,0,0,0,0,1,0,0,2,4,9,0,1,1,1,11,1,3,1,0,0,0,0,15,0,1,0
"omnicom-group",13,3,0,4,5,0,4,0,0,0,3,0,0,0,0,0,4,4,0,4,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,1,0,1,7,4,0,0,0,0,0,0,0,2,0,0,1,3,12,0,0,1,0,2,9,5,0,1,1,1,0,16,0,1,0
"oneok",0,5,0,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,2,0,3,1,0,1,1,0,5,0,1,0
"optumhealth",6,1,0,2,2,0,2,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,2,5,0,1,1,1,4,1,2,1,0,1,1,0,7,0,1,0
"oracle",5,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,1,0,0,2,0,4,1,0,1,1,0,6,0,1,0
"oral-b",3,2,0,2,1,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,4,0,0,1,0,4,1,0,1,0,0,0,4,1,1,0,0
"oreilly-auto-parts",14,1,1,4,3,0,7,0,0,0,0,1,0,1,0,0,4,3,0,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,10,0,0,0,2,0,1,0,0,0,0,0,0,0,0,11,0,5,1,0,1,1,13,0,3,1,0,0,0,0,16,0,1,0
"oshkosh-corporation",8,1,0,2,3,1,2,0,0,1,0,0,0,0,0,0,2,2,1,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,7,0,0,1,0,8,0,1,1,0,0,0,0,9,0,1,0
"otis",4,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,0,1,0,0,0,0,4,0,1,0
"owens-corning",9,2,1,4,0,1,4,0,1,1,0,1,0,0,0,0,4,0,1,4,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,4,0,5,0,0,0,0,0,0,0,1,0,0,1,5,6,0,1,1,1,2,1,9,0,0,1,0,0,12,0,1,0
"owens-minor",4,4,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,1,2,1,0,0,0,6,0,2,1,0,0,0,1,7,0,1,0
"owensillinois",2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,2,0,0,1,0,0,0,0,2,0,1,0
"p-and-g",1,3,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,1,0,3,0,1,1,0,0,0,3,1,1,0,0
"paccar-inc",3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,0,0,1,0,3,0,1,1,0,0,0,2,2,1,1,1
"pacific-life",6,2,3,2,0,0,4,1,1,0,0,3,0,0,0,0,2,0,0,4,0,0,1,0,0,0,0,1,3,0,0,0,0,0,2,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,6,1,0,1,1,7,0,4,1,0,1,1,0,11,0,1,0
"packaging-corporation-of-america",0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,1,0,0,0,1,1,1,1,1
"panasonic",9,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,3,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,7,0,0,1,0,9,0,0,1,0,0,0,0,9,0,1,0
"panera-bread",0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,2,0,0,1,0,0,0,2,0,1,0,0
"paramount",0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,1,2,0,0,1,0,0,0,1,1,1,1,1
"parker-hannifin",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0,0,0,3,0,1,0
"parliament",8,2,0,4,2,0,2,2,0,0,0,0,0,0,0,0,4,0,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,0,2,0,0,0,0,0,0,0,0,6,0,4,1,0,1,1,5,0,5,1,0,1,1,0,10,0,1,0
"patterson-companies",5,12,1,0,3,2,0,9,2,0,0,1,0,1,0,0,0,3,2,0,0,1,6,0,0,0,0,2,0,0,0,1,3,0,0,2,0,0,2,9,0,5,0,0,0,0,0,0,0,0,7,0,11,1,0,1,1,2,2,14,0,0,1,0,0,18,0,1,0
"paypal",6,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,6,0,0,1,0,0,0,6,0,1,0,0
"pbf-energy",3,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,3,0,0,1,0,0,4,0,0,1,0,0,0,4,0,1,0,0
"peabody-energy-corporation",18,0,0,5,4,7,2,0,0,0,0,0,0,0,0,0,5,3,7,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,0,0,0,2,6,2,0,0,0,0,0,0,0,0,8,6,4,1,1,0,1,14,0,4,1,0,0,0,0,18,0,1,0
"pedigree",3,7,0,1,2,0,0,2,3,1,0,0,0,1,0,0,1,2,0,0,0,1,2,0,1,0,0,3,0,0,0,0,0,0,4,1,0,0,2,1,0,1,0,0,0,0,0,1,0,0,2,1,7,0,0,1,0,5,3,2,1,1,0,1,0,10,0,1,0
"penske-automotive-group",1,9,0,1,0,0,0,0,2,6,0,0,0,1,0,0,1,0,0,0,0,1,0,1,6,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,3,0,0,0,0,0,8,2,0,1,0,0,7,0,3,1,0,1,1,10,0,1,0,0
"pepsi",4,1,0,2,1,0,1,0,0,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,3,2,0,1,1,1,1,2,2,0,1,1,1,0,5,0,1,0
"performance-food-group-company",21,1,0,2,15,2,2,0,0,1,0,0,0,0,0,0,2,15,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,14,2,3,0,0,0,3,0,0,0,0,0,0,0,0,0,2,3,17,0,0,1,0,22,0,0,1,0,0,0,3,19,0,1,0
"petsmart",7,1,0,1,5,1,0,0,0,0,1,0,0,0,0,0,1,5,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,8,0,0,1,0,0,0,0,8,0,1,0
"pfizer",3,2,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,1,0,3,0,2,1,0,1,1,5,0,1,0,0
"pge",3,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,3,0,1,1,0,0,0,0,4,0,1,0
"philadelphia-insurance-companies",8,6,0,0,5,3,0,0,0,2,1,0,0,0,3,0,0,3,3,0,0,0,0,0,2,1,2,0,0,0,0,0,0,3,0,5,0,0,3,1,0,3,0,0,2,0,0,0,0,0,8,2,4,1,0,1,1,7,3,4,1,0,1,1,2,12,0,1,0
"philip-morris",15,5,2,10,3,1,0,1,1,0,0,2,0,2,1,1,10,2,1,0,0,2,1,0,0,0,2,1,0,0,0,2,0,1,2,2,0,0,3,10,0,3,0,0,1,0,0,1,0,0,5,2,15,0,0,1,0,5,4,13,0,0,1,0,1,21,0,1,0
"phillips",8,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,0,0,1,0,8,0,0,1,0,0,0,0,8,0,1,0
"pitney-bowes-inc",14,1,0,4,7,0,3,0,0,0,1,0,0,0,0,0,4,4,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,1,10,2,0,1,0,0,0,0,0,0,0,0,2,1,12,0,0,1,0,1,10,4,0,1,1,1,0,15,0,1,0
"pizza-hut",3,4,0,2,0,0,0,0,0,3,1,0,0,0,0,1,2,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,3,0,0,0,0,0,2,3,2,1,1,1,1,7,0,0,1,0,0,0,5,2,1,1,1
"plains-gp-holdings",7,6,0,1,4,2,0,1,1,0,1,0,0,2,1,0,1,2,2,0,2,0,1,0,0,1,0,1,0,0,2,0,0,1,1,4,0,1,1,4,0,1,1,0,0,0,0,0,0,0,6,1,6,1,0,1,1,6,1,6,1,0,1,1,1,12,0,1,0
"pnc",0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,1,0,1,1,0,1,1,0,2,0,1,0
"polaris-inds",7,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,0,7,0,0,1,0,0,0,0,7,0,1,0
"porsche",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,2,0,0,1,0,0,2,0,1,0
"ppg",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0
"ppl-corporation",5,3,0,0,3,0,2,0,0,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,3,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,1,3,1,0,1,1,8,0,0,1,0,0,0,1,7,0,1,0
"prada",1,5,0,0,0,0,1,1,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,1,3,1,2,1,0,1,1,0,6,0,1,0
"pratt-and-whitney",10,5,0,5,1,1,2,1,0,1,0,0,0,3,0,1,6,1,1,2,0,0,1,0,1,0,0,0,0,0,3,0,0,0,1,12,0,0,1,0,0,0,0,0,1,0,0,0,0,0,12,1,2,1,0,0,0,14,1,0,1,0,0,0,1,14,0,1,0
"praxair",7,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6,0,0,1,0,7,0,0,1,0,0,0,7,0,1,0,0
"precision-castparts-corp",1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,2,0,0,1,0,0,0,2,0,1,0,0
"priceline",12,0,0,1,3,1,7,0,0,0,0,0,0,0,0,0,1,2,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,4,1,0,0,0,0,0,0,0,0,0,2,2,8,0,0,1,0,7,0,5,1,0,1,1,0,12,0,1,0
"principal-financial-group",9,1,0,3,6,0,0,0,0,0,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,3,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,1,0,4,0,6,1,0,1,1,0,10,0,1,0
"progressive",5,3,0,3,1,0,1,0,0,0,0,0,0,3,0,0,3,1,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1,0,0,0,0,0,5,1,2,1,0,0,0,7,0,1,1,0,0,0,7,1,1,0,0
"prudential",1,10,0,1,0,0,0,7,0,0,0,0,0,3,0,0,1,0,0,0,0,2,7,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,0,4,0,2,0,0,0,0,0,0,0,0,4,0,7,1,0,1,1,5,0,6,1,0,1,1,1,10,0,1,0
"pseg",2,1,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,4,0,0,1,0,0,0,0,4,0,1,0
"publix",6,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0,1,0,3,0,3,1,0,1,1,0,6,0,1,0
"pultegroup",9,0,1,2,3,0,4,0,0,0,0,1,0,0,0,0,2,0,0,4,1,0,0,0,0,0,2,0,1,0,0,0,0,0,3,1,0,1,0,5,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,1,0,4,0,6,1,0,1,1,0,10,0,1,0
"purina",0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,6,0,0,1,0,0,6,0,1,0
"pvh-corp",3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,3,0,0,1,0,0,0,0,3,0,1,0
"quaker-foods-and-snacks",9,2,0,1,3,1,4,0,0,2,0,0,0,0,0,0,1,2,1,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,2,0,2,0,0,0,0,0,8,2,1,1,0,0,0,11,0,0,1,0,0,0,4,7,1,1,1
"qualcomm",5,1,0,3,1,0,1,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,0,1,0,5,0,0,1,0,0,6,0,1,0
"quanta-services-inc",13,1,1,5,1,0,7,0,0,1,0,1,0,0,0,0,5,1,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,8,0,0,0,0,1,0,0,0,0,0,0,5,10,0,1,1,1,1,2,12,0,0,1,0,1,14,0,1,0
"quest-diagnostic",2,13,0,0,1,1,0,5,3,1,0,0,0,2,2,0,0,1,1,0,0,1,3,3,1,0,0,0,0,0,1,0,2,2,1,2,0,1,0,10,0,0,0,0,1,0,0,0,0,0,2,2,11,0,0,1,0,4,0,11,1,0,1,1,1,14,0,1,0
"quintiles-transnational-holdings",9,1,0,4,2,1,2,0,0,1,0,0,0,0,0,0,4,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,1,5,0,0,0,0,0,0,0,1,0,0,0,3,7,0,1,1,1,1,2,7,0,0,1,0,0,10,0,1,0
"qvc",3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,0,3,0,0,1,0,0,3,0,1,0
"rackspace",16,4,1,4,7,2,3,0,0,1,3,0,1,0,0,0,4,5,2,3,2,0,0,0,1,3,0,0,0,1,0,0,0,0,2,0,5,0,0,1,0,0,1,7,0,2,0,0,3,0,1,5,15,0,0,1,0,8,3,10,1,0,1,1,18,3,1,0,0
"ralph-lauren",4,6,0,1,2,1,0,1,0,0,1,0,0,2,2,0,1,2,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,2,0,3,0,0,1,1,0,5,0,0,0,0,0,0,0,0,8,0,2,1,0,0,0,3,1,6,1,0,1,1,0,10,0,1,0
"ramada",6,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,5,1,0,1,0,0,0,6,0,1,0
"raymond-james",3,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,2,0,1,1,0,1,2,0,2,1,0,1,1,1,3,0,1,0
"raytheon",8,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,5,0,0,1,0,7,0,1,1,0,0,0,0,8,0,1,0
"realogy-holdings-corp",7,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,1,1,5,0,0,1,0,0,7,0,1,0
"regions",1,8,0,0,1,0,0,6,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,2,0,1,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,4,1,4,1,0,1,1,5,1,3,1,0,1,1,0,9,0,1,0
"reinsurance-group-of-america",3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,1,1,0,1,1,1,1,1,1,1,1,0,3,0,1,0
"reliance-steel-aluminum-co",12,2,0,4,5,1,1,0,0,1,0,0,0,1,0,1,5,1,1,1,0,0,0,0,1,0,4,0,0,0,1,0,0,0,4,1,0,0,6,2,1,0,0,0,0,0,0,0,0,0,1,1,12,0,0,1,0,6,6,2,1,1,0,1,0,14,0,1,0
"republic-services",13,3,0,9,1,2,1,0,0,0,1,0,0,2,0,0,9,1,2,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,2,5,0,0,0,0,0,0,2,0,14,0,0,1,0,10,0,6,1,0,1,1,15,1,1,0,0
"reynolds-american",14,1,1,1,12,1,0,1,0,0,0,1,0,0,0,0,1,12,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,13,0,0,0,13,0,3,1,0,0,0,0,0,16,0,0,1,0,15,1,1,0,0
"rite-aid-corporation",6,1,1,0,3,0,3,0,0,0,1,1,0,0,0,0,0,3,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,1,0,8,0,0,1,0,0,0,0,8,0,1,0
"rockwell-automation",14,3,0,11,0,0,3,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,1,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,6,10,0,1,1,1,17,0,0,1,0,0,0,1,16,0,1,0
"ross-dress-for-less",12,0,0,0,10,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,6,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,1,11,0,0,1,0,6,0,6,1,0,1,1,0,12,0,1,0
"royal-caribbean-cruises",6,8,1,0,2,3,1,3,2,1,1,1,0,1,0,0,0,1,3,1,1,1,2,0,1,1,0,2,0,0,0,1,1,0,4,4,0,0,1,3,0,1,0,0,1,0,0,1,0,0,5,2,8,1,0,1,1,9,2,4,1,0,1,1,1,14,0,1,0
"rr-donnelley-and-sons-co",5,10,0,0,3,2,0,0,2,0,2,0,0,5,1,0,0,3,2,0,0,3,0,2,0,2,0,0,0,0,2,0,0,1,1,7,0,2,0,5,0,0,0,0,0,0,0,0,0,0,7,2,6,1,0,1,1,8,0,7,1,0,1,1,0,15,0,1,0
"ryder-system",14,1,0,8,5,1,0,0,0,1,0,0,0,0,0,0,8,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,2,0,0,0,0,0,8,2,5,1,0,1,1,15,0,0,1,0,0,0,15,0,1,0,0
"sabre",3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,3,0,0,1,0,0,0,2,1,1,1,1
"safeway",6,0,1,0,3,0,3,0,0,0,0,1,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,7,0,0,1,0,0,7,0,1,0
"salesforce",7,1,2,1,2,1,3,0,0,0,0,2,0,0,1,0,1,1,1,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,3,0,7,1,0,1,1,1,9,0,1,0
"sams-club",4,4,0,1,0,2,1,2,0,0,0,0,0,2,0,0,1,0,2,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,2,0,0,0,0,0,0,0,0,2,1,5,0,0,1,0,0,0,8,0,0,1,0,0,8,0,1,0
